Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street
07-05-2020 00:00,07-05-2020 00:00,1005,14,Pacific,1434,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1306 0344 1300,56,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,12600    VENICE                       BL,
07-05-2020 00:00,07-05-2020 00:00,2000,11,Northeast,1137,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 N  AVENUE 50,
07-05-2020 00:00,07-05-2020 00:00,1200,9,Van Nuys,955,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5400    VAN NUYS                     BL,
07-05-2020 00:00,07-05-2020 00:00,1,17,Devonshire,1756,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1402 1606 0344,34,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,998,,,17800    MERRIDY                      ST,
07-05-2020 00:00,07-05-2020 00:00,1800,8,West LA,811,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0556 1259,14,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,16100 W  SUNSET                       BL,
11-02-2020 00:00,10-07-2020 00:00,2100,5,Harbor,501,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2034 0913 0344,56,M,H,503,HOTEL,,,IC,Invest Cont,440,,,,18600 S  VERMONT                      AV,
11-02-2020 00:00,10-07-2020 00:00,1250,15,N Hollywood,1512,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1813 2000,39,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,6600    ALCOVE                       AV,
11-02-2020 00:00,04-12-2020 00:00,1800,3,Southwest,357,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100 W  37TH                         PL,
11-02-2020 00:00,04-12-2020 00:00,2100,17,Devonshire,1793,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0552 1402 0558 0550 0500 0522 0506 0913,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,18900    PARTHENIA                    ST,
11-02-2020 00:00,02-05-2020 00:00,500,15,N Hollywood,1546,1,310,BURGLARY,0344 0321 1607,51,M,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,310,,,,11600    CHANDLER                     BL,
11-02-2020 00:00,02-05-2020 00:00,600,19,Mission,1969,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,49,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,745,,,,13100    BRANFORD                     ST,
11-02-2020 00:00,02-05-2020 00:00,1200,21,Topanga,2104,1,330,BURGLARY FROM VEHICLE,0344 1609,54,M,H,101,STREET,,,IC,Invest Cont,330,,,,ALABAMA                      AV,NORDHOFF                     ST
11-05-2020 00:00,02-05-2020 00:00,1010,9,Van Nuys,916,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,33,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6800    WOODMAN                      AV,
01-01-2020 00:00,01-01-2020 00:00,838,1,Central,164,1,110,CRIMINAL HOMICIDE,1218 2004 0411 1822,56,M,H,210,RESTAURANT/FAST FOOD,207,OTHER KNIFE,AA,Adult Arrest,110,,,,100 E  7TH                          ST,
12-08-2020 00:00,12-07-2020 00:00,1,15,N Hollywood,1512,2,354,THEFT OF IDENTITY,377,33,M,H,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,12700    VANOWEN                      ST,
12-08-2020 00:00,12-07-2020 00:00,1000,12,77th Street,1248,2,624,BATTERY - SIMPLE ASSAULT,0562 0416 0319 0448 0429 0913,43,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 W  62ND                         ST,
12-08-2020 00:00,12-07-2020 00:00,2000,19,Mission,1911,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,15800    ROXFORD                      ST,
12-08-2020 00:00,12-07-2020 00:00,100,11,Northeast,1109,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,62,M,W,101,STREET,,,IC,Invest Cont,420,,,,1300    LAS FLORES                   DR,
06-08-2020 00:00,06-05-2020 00:00,900,8,West LA,886,2,662,"BUNCO, GRAND THEFT",0701 0800 1202 0121,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,2800    FORRESTER                    DR,
06-08-2020 00:00,06-05-2020 00:00,617,19,Mission,1925,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554,40,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,14400    CARLSBAD                     ST,
02-04-2020 00:00,02-04-2020 00:00,1335,12,77th Street,1218,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 0446 0342 0444 0429 1822 1251 0445 0400,13,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,,,800 W  57TH                         ST,
02-04-2020 00:00,02-04-2020 00:00,1915,7,Wilshire,758,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311 0202,19,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1100    CRENSHAW                     BL,
03-10-2020 00:00,03-10-2020 00:00,750,21,Topanga,2187,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 2004,32,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,VENTURA                      BL,DE SOTO                      AV
03-10-2020 00:00,10-07-2020 00:00,1238,8,West LA,822,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,TAHQUITZ                     PL,ALMAR                        AV
10-04-2020 00:00,10-04-2020 00:00,430,16,Foothill,1684,1,520,VEHICLE - ATTEMPT STOLEN,1501,49,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,520,,,,7700    GENTRY                       AV,
10-04-2020 00:00,10-04-2020 00:00,1710,12,77th Street,1241,2,625,OTHER ASSAULT,0913 0361 0603 0416 2021,43,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,6300    8TH                          AV,
10-04-2020 00:00,10-04-2020 00:00,615,18,Southeast,1821,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1402 1300,0,X,X,101,STREET,,,AA,Adult Arrest,433,998,,,98TH,FIGUEROA
11-04-2020 00:00,11-03-2020 00:00,1330,18,Southeast,1821,2,624,BATTERY - SIMPLE ASSAULT,0603 0913 0444,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W  95TH                         ST,
11-04-2020 00:00,11-03-2020 00:00,2100,17,Devonshire,1725,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1202 1814 0444 2021 0429,65,M,W,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11300    OLD RANCH                    CI,
11-04-2020 00:00,08-12-2020 00:00,1700,13,Newton,1371,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,58TH                         ST,BROADWAY
05-02-2020 00:00,05-02-2020 00:00,1300,7,Wilshire,724,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1822 0344 1218,60,M,H,517,MISSIONS/SHELTERS,,,IC,Invest Cont,950,,,,7600    BEVERLY                      BL,
05-02-2020 00:00,05-02-2020 00:00,1720,5,Harbor,507,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0374 0334 0445 0342 0353 0302 1309 0216,39,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,,,,1600 W  SEPULVEDA                    BL,
12-11-2020 00:00,10-06-2020 00:00,800,11,Northeast,1173,2,354,THEFT OF IDENTITY,0922 1822,38,M,W,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,1800    GLENDALE                     BL,
10-08-2020 00:00,10-08-2020 00:00,1100,18,Southeast,1821,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0319 0412 0432 1906 0421,64,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 W  98TH                         ST,
01-02-2020 00:00,01-02-2020 00:00,1300,9,Van Nuys,948,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1813,37,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,740,,,,5700    WOODMAN                      AV,
01-02-2020 00:00,01-02-2020 00:00,1100,17,Devonshire,1787,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1300 0216 0326 0344,30,F,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,8900    BALCOM                       AV,
01-02-2020 00:00,01-02-2020 00:00,2130,21,Topanga,2115,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,20,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,745,,,,21800    LANARK                       ST,
07-11-2020 00:00,07-11-2020 00:00,1100,4,Hollenbeck,457,1,210,ROBBERY,2000 1814 0419 0416 0913,52,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2900 E  CESAR E CHAVEZ               AV,
08-12-2020 00:00,08-09-2020 00:00,1000,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,200 S  VAN NESS                     AV,
08-12-2020 00:00,08-09-2020 00:00,1400,9,Van Nuys,935,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,26,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,14300    FRIAR                        ST,
08-12-2020 00:00,08-09-2020 00:00,745,8,West LA,857,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1414,0,X,X,723,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,740,,,,9000 W  PICO                         BL,
08-12-2020 00:00,08-09-2020 00:00,1155,7,Wilshire,763,1,310,BURGLARY,1402,0,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",112,TOY GUN,AA,Adult Arrest,310,998,,,1400 S  FAIRFAX                      AV,
11-09-2020 00:00,08-09-2020 00:00,2030,5,Harbor,526,2,354,THEFT OF IDENTITY,928,36,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    LAGOON                       AV,
11-09-2020 00:00,08-09-2020 00:00,1750,8,West LA,852,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,19,F,W,101,STREET,,,IC,Invest Cont,745,,,,STONER                       AV,IDAHO                        AV
12-10-2020 00:00,12-10-2020 00:00,2025,10,West Valley,1029,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0446 0913 0552 0400 2002 1414 0416,14,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,16000    VANOWEN                      ST,
12-10-2020 00:00,12-10-2020 00:00,1945,1,Central,162,1,210,ROBBERY,1822 0344 0417 0416 0429 0945,24,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,800 S  OLIVE                        ST,
12-10-2020 00:00,05-12-2020 00:00,1030,15,N Hollywood,1532,1,310,BURGLARY,344,58,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12300    OXNARD                       ST,
12-10-2020 00:00,05-12-2020 00:00,1800,8,West LA,841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822 1602,34,M,W,103,ALLEY,,,IC,Invest Cont,331,,,,1200    BROCKTON                     AV,
05-04-2020 00:00,05-04-2020 00:00,2140,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1203 2000 1243 1813 0913 2002 0416 0445 0340,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AO,Adult Other,230,,,,7100    BONSALLO                     AV,
05-04-2020 00:00,05-04-2020 00:00,2120,6,Hollywood,629,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0400,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5600    FRANKLIN                     AV,
05-04-2020 00:00,05-04-2020 00:00,2300,4,Hollenbeck,497,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0448 0400 1814,28,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3300 E  OLYMPIC                      BL,
02-03-2020 00:00,05-04-2020 00:00,1800,17,Devonshire,1767,1,210,ROBBERY,0344 0416 0421 0438 0337 0405 1251 0216 0913 1814,23,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,9800    RESEDA                       BL,
02-03-2020 00:00,05-04-2020 00:00,1100,2,Rampart,221,1,220,ATTEMPTED ROBBERY,0945 1822 0104 0444 0416,0,M,W,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,3800    BEVERLY                      BL,
02-03-2020 00:00,05-04-2020 00:00,615,14,Pacific,1479,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100,0,X,X,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753,998,,,OSAGE                        AV,76TH                         ST
02-03-2020 00:00,04-11-2020 00:00,1600,9,Van Nuys,984,1,330,BURGLARY FROM VEHICLE,344,35,F,W,101,STREET,,,IC,Invest Cont,330,,,,14700    GREENLEAF                    ST,
02-03-2020 00:00,04-11-2020 00:00,2100,15,N Hollywood,1545,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,75,F,W,108,PARKING LOT,,,IC,Invest Cont,420,,,,5300    RADFORD                      AV,
06-09-2020 00:00,06-08-2020 00:00,2100,11,Northeast,1149,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,40,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5100 N  FIGUEROA                     ST,
06-09-2020 00:00,06-08-2020 00:00,1030,9,Van Nuys,911,2,888,TRESPASSING,1501 2004,46,F,H,108,PARKING LOT,,,AA,Adult Arrest,888,,,,SEPULVEDA,SHERMAN                      WY
06-09-2020 00:00,06-08-2020 00:00,321,11,Northeast,1162,1,320,"BURGLARY, ATTEMPTED",1501,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,4600    LA MIRADA                    AV,
06-09-2020 00:00,06-08-2020 00:00,1830,7,Wilshire,706,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,46,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,HIGHLAND                     AV,MELROSE
01-10-2020 00:00,01-09-2020 00:00,1950,3,Southwest,338,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1251 0344,20,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,900 W  JEFFERSON                    BL,
01-10-2020 00:00,01-09-2020 00:00,1700,21,Topanga,2134,2,860,BATTERY WITH SEXUAL CONTACT,0913 0940 0448,13,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,CAPISTRANO                   AV,SALE                         AV
01-10-2020 00:00,01-09-2020 00:00,2100,1,Central,176,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1309 1414 1822 0329,0,X,X,101,STREET,,,AO,Adult Other,740,,,,400 E  9TH                          ST,
01-10-2020 00:00,01-09-2020 00:00,1700,15,N Hollywood,1555,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,35,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5000    LANKERSHIM                   BL,
07-10-2020 00:00,07-10-2020 00:00,2155,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 0913,31,M,B,212,TRANSPORTATION FACILITY (AIRPORT),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500    WORLD WAY,
07-10-2020 00:00,07-10-2020 00:00,1200,7,Wilshire,722,1,310,BURGLARY,0358 0344,22,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,100 S  KINGS                        RD,
07-10-2020 00:00,08-03-2020 00:00,830,7,Wilshire,702,2,354,THEFT OF IDENTITY,930,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 N  MARTEL                       AV,
07-10-2020 00:00,08-03-2020 00:00,200,13,Newton,1353,2,901,VIOLATION OF RESTRAINING ORDER,2038,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,4400    STANFORD                     AV,
07-10-2020 00:00,08-03-2020 00:00,800,13,Newton,1367,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4400    LONG BEACH                   AV,
07-10-2020 00:00,08-03-2020 00:00,2000,2,Rampart,219,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,TEMPLE                       ST,HARBOR                       FY
07-10-2020 00:00,08-03-2020 00:00,2035,20,Olympic,2024,2,624,BATTERY - SIMPLE ASSAULT,416,38,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,IROLO                        ST,WILSHIRE                     BL
07-10-2020 00:00,08-03-2020 00:00,1500,17,Devonshire,1735,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1259 1251 0443 2024 1817,14,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,17500    LOS ALIMOS                   ST,
07-10-2020 00:00,08-03-2020 00:00,1445,16,Foothill,1669,1,310,BURGLARY,1609 1307,41,F,A,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,310,,,,6300    HONOLULU                     AV,
07-10-2020 00:00,08-03-2020 00:00,1246,3,Southwest,398,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,31,M,I,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,S  FIGUEROA                     ST,W  41ST
05-01-2020 00:00,05-01-2020 00:00,2320,20,Olympic,2081,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 2002 0344 0444 1276 1814,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1800 S  ST ANDREWS                   PL,
05-01-2020 00:00,05-01-2020 00:00,900,18,Southeast,1831,2,354,THEFT OF IDENTITY,0929 1822,79,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500    ATHENS                       BL,
05-01-2020 00:00,05-01-2020 00:00,2100,13,Newton,1391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2060 0334 0448 0408 1218 2004,20,F,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,63RD                         ST,BROADWAY
05-01-2020 00:00,08-02-2020 00:00,1200,18,Southeast,1841,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 W  110TH                        ST,
11-02-2020 00:00,06-10-2020 00:00,845,6,Hollywood,627,2,354,THEFT OF IDENTITY,1822 0929,40,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5900    TUXEDO                       TR,
11-02-2020 00:00,06-10-2020 00:00,2300,14,Pacific,1445,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 1606,51,M,O,101,STREET,,,IC,Invest Cont,331,,,,12700    CASWELL                      AV,
11-02-2020 00:00,06-10-2020 00:00,730,12,77th Street,1256,1,350,"THEFT, PERSON",0305 0913 0344,58,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,7300 S  BROADWAY,
11-02-2020 00:00,06-10-2020 00:00,2130,15,N Hollywood,1596,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,10900    FRUITLAND                    DR,
10-08-2020 00:00,10-08-2020 00:00,1400,12,77th Street,1263,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,,26,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1600 W  84TH                         PL,
10-05-2020 00:00,10-05-2020 00:00,320,16,Foothill,1611,2,623,BATTERY POLICE (SIMPLE),1822 0356 1212,0,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,623,,,,11600    WOODCOCK                     AV,
06-11-2020 00:00,06-11-2020 00:00,2000,12,77th Street,1241,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0401 0416 0417 0419 2024 2003 0562,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,6600    BRYNHURST                    AV,
11-12-2020 00:00,11-12-2020 00:00,1530,19,Mission,1944,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0555 0906 1816,32,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,14400    BRAND                        BL,
01-03-2020 00:00,01-03-2020 00:00,1015,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0603,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,1600 S  HOPE                         ST,
10-11-2020 00:00,10-11-2020 00:00,540,18,Southeast,1836,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1822,0,M,X,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,745,,,,10600    COMPTON                      AV,
06-05-2020 00:00,10-11-2020 00:00,1800,20,Olympic,2069,1,320,"BURGLARY, ATTEMPTED",1822 1602 0397,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,320,,,,2200 W  PICO                         BL,
02-08-2020 00:00,02-08-2020 00:00,2000,1,Central,111,1,210,ROBBERY,0305 0429 0344 1822,54,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 N  GRAND                        AV,
02-08-2020 00:00,02-08-2020 00:00,1650,3,Southwest,359,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 0100 1202,67,F,W,603,CREDIT UNION,,,IC,Invest Cont,649,,,,3700 S  FLOWER                       ST,
02-08-2020 00:00,02-08-2020 00:00,2115,12,77th Street,1203,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0352,45,F,O,710,OTHER PREMISE,,,IC,Invest Cont,331,,,,5100 S  WILTON                       PL,
10-06-2020 00:00,10-03-2020 00:00,1430,16,Foothill,1665,2,888,TRESPASSING,1501,66,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,11000    PEORIA                       ST,
10-06-2020 00:00,10-02-2020 00:00,1500,18,Southeast,1824,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,700 E  94TH                         ST,
03-06-2020 00:00,03-05-2020 00:00,1800,18,Southeast,1837,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10900    WILLOWBROOK                  AV,
03-06-2020 00:00,03-05-2020 00:00,1400,1,Central,147,1,761,BRANDISH WEAPON,1218 2004 0334 0443 0913 0603,48,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AO,Adult Other,761,,,,400 E  5TH                          ST,
10-01-2020 00:00,10-01-2020 00:00,530,19,Mission,1909,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,74,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,12700    SHENLEY                      ST,
11-10-2020 00:00,11-09-2020 00:00,530,15,N Hollywood,1506,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11200    SHERMAN                      WY,
11-10-2020 00:00,11-09-2020 00:00,2115,11,Northeast,1178,2,624,BATTERY - SIMPLE ASSAULT,0431 0400 0416 0913 0361,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3200    GRANADA                      ST,
11-10-2020 00:00,11-09-2020 00:00,1300,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,400,57,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10800    OTSEGO                       ST,
12-09-2020 00:00,12-06-2020 00:00,930,19,Mission,1999,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,36,F,H,101,STREET,,,IC,Invest Cont,331,,,,CANTALOUPE                   AV,MAMMOTH                      AV
